timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
5/29/2025 22:29,codecarbon,run_0863,737.5343805,2.11E-05,2.17E-07,31.8577175,38.36211305,5.33842027,0.008310924,0.004992456,0.006558592,0.019895736,France,FRA,North America,,us-east-1,macOS-12,3.10304373,2.4.3rc1,16.06252025,Intel i7,1.011902145,None,175.1872061,-54.53135606,63.85834805,machine,N,1.52027087
10/29/2020 8:50,codecarbon,run_0603,170.533878,2.90E-05,3.41E-07,32.83353654,75.58297441,7.755005974,0.00509838,0.00810722,0.00437293,0.017667669,France,FRA,North America,AWS,ap-south-1,Windows-11,3.896366462,2.4.3rc1,4.207109166,Apple M1,0.996372157,Apple M1,53.90731403,77.61531477,16.00475185,machine,N,1.393844968
2/26/2024 15:14,codecarbon,run_0748,544.9456272,4.08E-05,9.41E-07,30.25717998,16.0569461,5.524477266,0.008616863,0.006710245,0.008413601,0.023775774,Germany,GER,Asia,Azure,us-east-1,Linux,3.796005988,2.4.3rc1,32.11017291,Intel Xeon,0.990787758,NVIDIA A100,139.268749,24.79755228,63.92741313,machine,Y,1.697673276
10/14/2020 9:19,codecarbon,run_0672,274.0563378,3.39E-05,1.17E-07,46.78564104,28.8882365,5.704462825,0.003910232,0.0096443,0.003357986,0.016847803,France,FRA,Europe,AWS,ap-south-1,Linux,3.798628893,2.4.3rc1,16.09116129,AMD Ryzen 9,1.018331158,NVIDIA T4,146.9305882,45.46084982,64.05668045,process,N,1.627192827
10/7/2020 18:34,codecarbon,run_0958,116.6344278,2.72E-05,9.51E-07,13.51840818,29.37224078,2.713463181,0.001286938,0.002354275,0.006391149,0.010198807,USA,USA,Asia,,ap-south-1,macOS-12,3.103820149,2.4.3rc1,31.84230123,Apple M1,0.005640704,None,117.6681541,24.3440181,8.079990609,process,Y,1.734703515
12/10/2021 3:09,codecarbon,run_0135,707.9610191,9.48E-05,4.41E-08,37.03595378,32.48046963,9.182234943,0.002668634,0.007270971,0.008766163,0.018704471,France,FRA,Europe,AWS,,macOS-12,3.101059801,2.4.3rc1,3.776708153,Intel Xeon,3.988101507,NVIDIA A100,127.6541969,13.81518907,15.95769469,machine,Y,1.813265839
1/17/2021 5:07,codecarbon,run_0802,589.4616278,4.02E-05,1.19E-07,44.96530429,3.540147592,8.844405993,0.003584397,0.00631945,0.009212648,0.019256701,USA,USA,North America,GCP,us-east-1,Windows-11,3.898621842,2.4.3rc1,7.856644908,AMD Ryzen 9,0.001197379,None,144.5612726,-80.37825962,8.28785799,machine,Y,1.349501043
4/27/2022 11:21,codecarbon,run_0103,465.3275621,7.54E-05,2.99E-07,39.5858062,11.62382747,4.186905504,0.009808246,0.007945119,0.004957291,0.022755275,Japan,JAP,Europe,Azure,eu-central-1,Windows-11,3.899569537,2.4.3rc1,15.97477017,Intel Xeon,4.005753191,NVIDIA T4,58.46509378,-60.64483491,15.66396306,machine,Y,1.447722513
11/16/2024 1:00,codecarbon,run_0367,243.5414707,1.10E-05,5.80E-07,27.76618165,18.400989,1.491939578,0.000838742,0.009931849,0.007853618,0.018600506,Germany,GER,North America,GCP,us-east-1,Linux,3.104095383,2.4.3rc1,16.10464865,Intel Xeon,3.964343423,None,119.686855,-27.02378263,8.01501214,machine,Y,1.262766872
11/10/2025 4:09,codecarbon,run_0852,248.245186,5.50E-05,7.19E-07,44.07447134,63.60937022,4.44511172,0.001798603,0.007582716,0.002084299,0.011599224,USA,USA,Asia,,,Windows-11,3.904907638,2.4.3rc1,4.005790666,Intel Xeon,3.988903003,NVIDIA A100,25.76246845,-73.11118365,15.7460367,process,Y,1.490307852
9/21/2023 22:51,codecarbon,run_0848,529.1078814,2.77E-05,8.57E-07,24.22423339,61.56142545,1.747650624,0.004974623,0.006949054,0.005889162,0.0177555,USA,USA,Asia,AWS,us-east-1,Windows-11,3.893721501,2.4.3rc1,31.97363435,Intel Xeon,1.995372024,Apple M1,169.1621343,-79.18355376,15.91453252,process,N,1.938603323
11/16/2023 19:29,codecarbon,run_0211,60.40394259,2.98E-05,9.33E-07,26.22344179,26.68048389,4.589057619,0.005912469,0.006542512,0.001491083,0.014099538,USA,USA,North America,GCP,ap-south-1,macOS-12,3.098508229,2.4.3rc1,16.06724615,Apple M1,-0.007600178,None,-111.7070638,37.23076696,15.9184196,process,Y,1.943127284
1/23/2022 3:52,codecarbon,run_0955,295.8503062,3.13E-05,6.71E-07,47.82807404,32.65119362,4.666301759,0.00770157,0.004272984,0.00923295,0.021309628,Germany,GER,North America,AWS,eu-central-1,Windows-11,3.902202262,2.4.3rc1,3.86996838,AMD Ryzen 9,0.997926917,None,-116.3712815,89.31757539,31.50105898,machine,Y,1.535872539
2/26/2021 8:01,codecarbon,run_0909,88.25050069,8.03E-05,9.20E-07,3.455896852,39.88441021,9.885712913,0.005931077,0.005099303,0.001832509,0.012838603,Germany,GER,North America,,us-east-1,macOS-12,3.901274031,2.4.3rc1,3.843630753,Intel i7,4.006707653,Apple M1,26.67624523,10.65239312,7.730059158,machine,Y,1.139373379
1/21/2023 19:13,codecarbon,run_0937,342.1378629,9.50E-05,7.39E-08,32.3400085,78.04544053,5.184595932,0.007552272,0.009290771,0.007425375,0.024199713,Germany,GER,Asia,,us-east-1,macOS-12,3.094620725,2.4.3rc1,7.900297622,Intel i7,0.986251676,NVIDIA A100,-12.51290546,-68.78397874,64.10112876,machine,N,1.296800346
1/24/2025 1:37,codecarbon,run_0945,594.2157358,3.71E-05,6.77E-07,21.94971306,76.51295536,8.342797566,0.006677825,0.004889438,0.007806627,0.019501763,Japan,JAP,Asia,,,Windows-11,3.098650507,2.4.3rc1,3.867460339,Apple M1,1.986621525,None,114.0175674,-46.29333592,31.69685471,process,N,1.558550228
4/1/2021 10:33,codecarbon,run_0935,406.197077,8.68E-05,3.37E-07,13.3809315,74.35802856,4.227906009,0.008486871,0.003269772,0.007061641,0.018758173,France,FRA,North America,Azure,us-east-1,macOS-12,3.798075975,2.4.3rc1,3.891533893,Intel i7,1.989974399,NVIDIA A100,119.8322464,-73.21848818,15.75766811,machine,Y,1.808826642
7/12/2022 19:21,codecarbon,run_0372,559.527653,5.35E-05,7.36E-07,3.300143806,88.15323895,7.360404565,0.002106712,0.001797618,0.004321733,0.008380289,USA,USA,Asia,Azure,us-east-1,Linux,3.099691823,2.4.3rc1,4.07476401,Intel i7,-0.000857722,None,-133.7120072,24.66823468,63.57046281,machine,N,1.750187268
12/9/2025 8:40,codecarbon,run_0207,450.8761431,5.20E-06,6.89E-07,44.96050504,83.9899378,2.16441913,0.001219901,0.008145342,0.009229352,0.018693341,Germany,GER,Europe,,,macOS-12,3.102762911,2.4.3rc1,31.9844921,Intel Xeon,2.024721582,NVIDIA A100,-138.9946588,-90.28430132,32.16454301,machine,Y,1.551311751
12/7/2021 10:35,codecarbon,run_0431,166.1483018,3.79E-05,3.42E-07,21.54063524,56.91885248,9.136034844,0.003950197,0.009758309,0.007598362,0.021386298,Japan,JAP,North America,AWS,,Linux,3.80582377,2.4.3rc1,31.90467711,Apple M1,4.002216342,NVIDIA T4,173.5479061,25.2294869,63.50041191,process,N,1.276591921
10/20/2023 14:34,codecarbon,run_0156,267.8599455,4.42E-05,7.25E-07,1.044260163,58.96772312,6.506802111,0.006412136,0.002404003,0.007149134,0.015962622,India,IND,Asia,Azure,us-east-1,macOS-12,3.097014942,2.4.3rc1,3.950658274,Intel i7,0.997810601,NVIDIA T4,-154.0346943,73.51763028,31.83128979,machine,N,1.732842517
8/20/2021 20:05,codecarbon,run_0436,219.2793237,6.39E-05,5.11E-07,36.08271476,83.29146556,7.731492269,0.008486906,0.00055422,0.000322588,0.009510038,Germany,GER,Asia,GCP,,Linux,3.799024125,2.4.3rc1,8.112245045,Apple M1,3.997359996,NVIDIA T4,159.0841363,59.70706939,32.04910268,machine,Y,1.218899306
3/27/2021 4:50,codecarbon,run_0347,865.1857607,6.58E-05,5.18E-07,8.432049555,5.523454757,4.986502128,0.000498971,0.005711249,0.003806299,0.009998784,Japan,JAP,Europe,,,Windows-11,3.800948744,2.4.3rc1,32.1042969,Intel Xeon,2.001304768,None,-76.37382206,68.59912351,16.35049281,machine,N,1.878247745
12/14/2022 5:33,codecarbon,run_0149,726.3636991,5.66E-05,9.46E-07,25.19966793,38.09258734,2.445067938,0.007896248,0.007316777,0.003866352,0.019092221,USA,USA,North America,GCP,us-east-1,Windows-11,3.896210241,2.4.3rc1,3.99759866,AMD Ryzen 9,0.998311322,NVIDIA T4,-142.8099812,10.86917448,7.834596813,machine,N,1.546592637
11/15/2024 19:42,codecarbon,run_0089,839.4826208,4.97E-06,9.02E-07,23.34786144,64.14148433,6.925350433,0.008940867,0.006331963,0.006191053,0.021507959,Germany,GER,North America,GCP,,macOS-12,3.800097125,2.4.3rc1,32.03326627,Intel Xeon,0.006863152,Apple M1,64.15441177,-82.95166178,7.82318107,machine,Y,1.658033966
12/14/2021 6:17,codecarbon,run_0017,889.2039104,2.65E-05,3.00E-08,46.77479186,50.37683004,5.859812701,0.00684424,0.006189482,0.009429791,0.022427361,France,FRA,Asia,GCP,eu-central-1,macOS-12,3.901044704,2.4.3rc1,15.90592003,Intel Xeon,-0.022321439,NVIDIA T4,109.3973469,56.95652496,64.0385005,machine,Y,1.962102248
7/19/2025 20:27,codecarbon,run_0400,229.8907699,4.47E-05,7.83E-07,39.18009685,45.62021537,8.103923672,0.008399513,0.006512831,0.002268335,0.017286745,Germany,GER,North America,AWS,ap-south-1,Linux,3.89525549,2.4.3rc1,8.032978802,Apple M1,3.99843093,Apple M1,-16.7699796,73.31890421,63.73855076,machine,N,1.302380956
3/26/2020 0:43,codecarbon,run_0418,728.6095931,8.67E-05,1.10E-07,22.12117233,96.35853764,8.467386272,0.004916,0.00764345,0.008326742,0.020906943,USA,USA,North America,,,Linux,3.905046666,2.4.3rc1,16.04435709,Intel i7,0.027226045,None,124.2305266,-24.46989523,63.81240615,process,Y,1.51853771
5/4/2021 16:53,codecarbon,run_0274,324.0018003,7.10E-06,7.04E-07,1.108981956,40.96996268,3.911441055,0.006903538,0.007697276,0.003016219,0.017656003,USA,USA,North America,GCP,ap-south-1,Linux,3.100604967,2.4.3rc1,15.99846871,Intel i7,-0.009103277,NVIDIA T4,60.15844847,19.29349356,64.14380352,process,Y,1.395396234
3/19/2024 21:31,codecarbon,run_0984,844.0189617,2.72E-05,6.17E-07,46.05578707,9.627365482,5.522804586,0.004597727,0.004083408,0.008287527,0.016987866,USA,USA,Asia,Azure,eu-central-1,Linux,3.897280148,2.4.3rc1,3.913401846,Intel i7,1.996056839,NVIDIA A100,-46.61797177,86.91995792,31.98981506,machine,N,1.25784249
2/1/2022 0:56,codecarbon,run_0344,433.923166,7.35E-05,3.49E-07,16.81357376,29.09556346,5.269465005,0.001829384,0.004880652,0.007024638,0.013656763,Japan,JAP,Asia,,,Windows-11,3.099639267,2.4.3rc1,32.17408041,Apple M1,0.994281132,NVIDIA A100,-179.9616379,78.01780359,64.19373714,machine,Y,1.151100249
3/1/2021 7:46,codecarbon,run_0660,402.7396882,8.19E-05,8.96E-08,16.04170194,96.30506831,2.369574363,0.007410456,0.00354417,0.005808547,0.016784701,Germany,GER,Europe,Azure,,macOS-12,3.898580665,2.4.3rc1,15.89301443,Apple M1,2.002129079,None,-102.1585744,27.27451079,16.01259179,machine,N,1.673070804
2/2/2022 7:53,codecarbon,run_0360,564.0850342,4.89E-05,5.11E-07,9.217532041,81.91752023,5.873293352,0.001317403,0.007679022,0.009297726,0.018319355,France,FRA,North America,GCP,us-east-1,Windows-11,3.098607177,2.4.3rc1,8.043662818,AMD Ryzen 9,1.004373658,NVIDIA T4,156.4213023,-56.97316009,32.0199418,machine,Y,1.758829089
9/12/2024 0:52,codecarbon,run_0349,473.8110637,2.10E-05,5.99E-07,3.519333028,41.86040559,5.889487874,0.004365892,0.007440436,0.008288792,0.020142522,India,IND,North America,AWS,ap-south-1,Linux,3.802148948,2.4.3rc1,7.863670947,Intel i7,1.004087659,NVIDIA T4,-72.61213162,-14.03059115,7.898058729,process,N,1.362302868
5/16/2021 13:15,codecarbon,run_0789,946.9631363,5.19E-05,1.23E-07,31.59857606,73.3526492,4.516249781,0.007233437,0.003205877,0.007906493,0.018381302,France,FRA,North America,,us-east-1,Windows-11,3.095760174,2.4.3rc1,4.03993969,Intel Xeon,0.997714867,Apple M1,68.86183344,-51.13538135,63.89132466,machine,N,1.878784537
2/25/2024 13:05,codecarbon,run_0282,65.29968059,5.95E-05,8.38E-07,1.573268252,4.967369638,6.151442898,0.00820113,0.003253684,0.003503104,0.01493168,USA,USA,Asia,AWS,,macOS-12,3.792001259,2.4.3rc1,16.03460494,Intel Xeon,3.992864002,None,87.06877778,31.94951379,31.73358992,process,N,1.284948825
3/7/2022 0:33,codecarbon,run_0411,937.2503771,3.84E-05,6.63E-07,13.38569485,12.71956844,1.558065,0.003059238,0.001555949,0.001723039,0.006299148,Japan,JAP,Asia,GCP,eu-central-1,Linux,3.902308135,2.4.3rc1,31.95421501,Apple M1,1.012543115,Apple M1,-73.61671102,41.90956831,16.33913075,machine,N,1.167367944
1/27/2022 10:07,codecarbon,run_0571,688.6343752,5.85E-05,6.00E-07,14.95942887,26.38970468,7.868186272,0.00259376,0.004454519,0.006937527,0.013907873,Japan,JAP,North America,GCP,,Linux,3.099667314,2.4.3rc1,31.98806022,Intel i7,-0.024954699,NVIDIA A100,-111.0616899,23.05364165,32.23080783,machine,N,1.965893175
10/6/2023 14:29,codecarbon,run_0934,227.7485756,5.06E-05,9.68E-07,47.39399747,68.38139479,8.209297733,0.001771837,0.007151591,0.0061889,0.015094171,Japan,JAP,North America,Azure,,Linux,3.096640853,2.4.3rc1,3.972112223,Apple M1,1.997954564,None,19.86458673,37.74692165,63.89905757,machine,Y,1.852177793
6/27/2025 10:02,codecarbon,run_0651,335.9393796,7.70E-05,9.63E-07,14.06276956,24.36115904,6.113540424,0.008040955,0.007437775,0.0055726,0.021232287,Germany,GER,Europe,Azure,ap-south-1,macOS-12,3.905571618,2.4.3rc1,32.01894989,AMD Ryzen 9,0.992304965,Apple M1,-87.81575249,-34.60695105,7.951849327,process,N,1.298441948
4/23/2023 12:05,codecarbon,run_0885,136.08003,8.04E-05,6.50E-07,43.90758556,78.57409697,2.010567324,0.003851087,0.00774708,0.004149828,0.015718901,USA,USA,North America,AWS,,Linux,3.80197115,2.4.3rc1,7.947237227,AMD Ryzen 9,2.006472407,Apple M1,84.32958761,64.92548895,15.92883203,process,N,1.438059813
1/24/2024 14:37,codecarbon,run_0073,225.4543535,6.65E-05,3.97E-07,32.62103011,10.53244197,6.942985836,0.01005426,0.000495028,0.009707449,0.020254872,India,IND,Asia,GCP,,Linux,3.803174356,2.4.3rc1,3.84695012,Apple M1,0.008623626,Apple M1,139.1575064,-17.28086974,16.08141155,process,N,1.436300774
10/23/2024 11:17,codecarbon,run_0069,400.9758597,9.69E-05,2.62E-07,33.06733616,32.6808339,7.941786905,0.001264204,0.009729118,0.004480021,0.015522532,USA,USA,Europe,Azure,ap-south-1,Windows-11,3.903563062,2.4.3rc1,3.923278015,AMD Ryzen 9,3.986883733,NVIDIA A100,-127.6616835,-7.830001119,64.16922381,machine,N,1.700197318
6/4/2020 0:23,codecarbon,run_0330,907.6681418,4.05E-06,7.75E-07,45.31789399,44.31387628,5.991660102,0.009478948,0.002125266,0.005207341,0.016805949,France,FRA,Europe,AWS,us-east-1,Windows-11,3.101083762,2.4.3rc1,15.92789259,Apple M1,2.0063818,NVIDIA A100,37.86461609,-79.12040303,7.925594597,process,N,1.730294284
5/16/2022 12:00,codecarbon,run_0201,699.8259933,2.00E-05,6.46E-07,13.40714995,88.35573145,9.046485998,0.002994972,0.002264321,0.00410751,0.009399222,Germany,GER,North America,Azure,,Linux,3.899765089,2.4.3rc1,8.073480923,Intel i7,4.007233514,Apple M1,85.58496098,-25.0935282,15.85893934,process,Y,1.988263309
10/11/2023 0:10,codecarbon,run_0871,175.3970391,2.37E-05,9.06E-08,46.00471225,52.88865321,4.600502008,0.005328705,0.006314014,0.009227429,0.02095645,France,FRA,Europe,GCP,us-east-1,Linux,3.903621838,2.4.3rc1,16.13394909,AMD Ryzen 9,1.00165955,NVIDIA A100,-170.8609793,86.54647895,16.15981729,machine,Y,1.549491288
12/21/2023 12:58,codecarbon,run_0697,894.6176113,7.94E-06,9.77E-07,31.07914555,18.12802863,7.100265858,0.007629196,0.004309081,0.008575807,0.020492185,USA,USA,Asia,Azure,ap-south-1,macOS-12,3.793618602,2.4.3rc1,4.038232377,AMD Ryzen 9,-0.01742809,NVIDIA A100,150.3100895,-75.70591807,63.73212162,process,Y,1.187473367
8/7/2024 14:40,codecarbon,run_0932,717.1740025,2.96E-05,5.55E-07,31.44638872,48.11350713,8.493417307,0.008325505,0.008466967,0.007993715,0.024892812,USA,USA,Europe,AWS,eu-central-1,Windows-11,3.798362301,2.4.3rc1,31.99263908,Apple M1,0.955642596,Apple M1,113.7437667,61.61917723,63.73388691,process,Y,1.952668243
6/21/2021 0:39,codecarbon,run_0067,840.3903639,1.85E-05,9.65E-07,20.92645469,84.33189308,6.635129093,0.007332622,0.00770145,0.005098656,0.020019529,France,FRA,Asia,Azure,eu-central-1,Linux,3.899716332,2.4.3rc1,3.892939817,AMD Ryzen 9,4.017181324,None,136.5825548,70.99462688,15.91960873,machine,N,1.994441222
7/23/2022 9:03,codecarbon,run_0878,452.0363949,2.44E-06,7.74E-07,2.61191177,83.46515195,5.84966271,0.005277711,0.007063884,0.008598392,0.020832647,USA,USA,North America,GCP,,macOS-12,3.101139742,2.4.3rc1,3.953689167,AMD Ryzen 9,3.99897789,Apple M1,144.2174481,-80.94072976,8.051795479,process,Y,1.466531179
8/13/2021 23:25,codecarbon,run_0900,690.6710342,8.24E-05,6.53E-07,20.38370216,47.16637158,7.434138202,0.008742238,0.002738635,0.003464762,0.014961671,India,IND,Europe,Azure,ap-south-1,Windows-11,3.101790269,2.4.3rc1,7.884738586,AMD Ryzen 9,1.997403225,NVIDIA T4,87.39594354,-52.39813829,8.247299596,machine,N,1.982684266
12/21/2023 12:58,codecarbon,run_0697,898.6080239,8.25E-06,9.77E-07,31.02999802,18.61738152,7.118342969,0.007636507,0.004302461,0.008646316,0.020488736,USA,USA,Asia,Azure,ap-south-1,macOS-12,3.801981722,2.4.3rc1,3.954052081,AMD Ryzen 9,0.0063012,NVIDIA A100,150.2215515,-76.04019141,63.87106364,process,Y,1.195354958
1/18/2024 1:59,codecarbon,run_0479,117.4411236,6.91E-06,6.51E-08,19.31022749,33.54716368,7.419427803,0.007457896,0.00048484,0.002253327,0.010202562,Japan,JAP,Europe,Azure,,macOS-12,3.800301759,2.4.3rc1,3.818327954,AMD Ryzen 9,0.989742534,NVIDIA A100,-153.1695226,1.960773596,64.26888284,process,N,1.791376728
5/2/2022 2:08,codecarbon,run_0990,744.9715658,5.09E-05,2.51E-07,27.99343337,35.55429559,8.55964817,0.00533869,0.000278867,0.009849111,0.015415858,Japan,JAP,Europe,,us-east-1,Linux,3.907246735,2.4.3rc1,31.89593925,Apple M1,1.985723146,Apple M1,128.6855063,-44.62121378,16.0327419,process,Y,1.50084653
7/28/2024 20:26,codecarbon,run_0537,216.8044448,7.82E-05,4.93E-07,11.61521024,19.40418489,2.475234615,0.007763212,0.002315348,0.005252135,0.015396794,Japan,JAP,North America,AWS,eu-central-1,macOS-12,3.80691937,2.4.3rc1,4.0378266,Intel i7,4.00495419,NVIDIA A100,79.27315863,-31.76041366,63.90932416,machine,N,1.153878826
10/17/2023 21:03,codecarbon,run_0902,702.8983282,7.43E-05,6.62E-07,27.43914503,88.05763472,5.012177034,0.000584347,0.008441347,0.00676811,0.015756045,Germany,GER,North America,GCP,eu-central-1,Windows-11,3.103811638,2.4.3rc1,3.862205621,Intel i7,1.000250932,NVIDIA A100,116.4984476,37.45109289,32.05397714,process,N,1.060062562
11/6/2021 10:02,codecarbon,run_0684,997.6190406,9.04E-05,9.29E-07,39.95915894,61.72423353,2.15734487,0.006220019,0.000544781,0.008874016,0.015657868,France,FRA,North America,,eu-central-1,Windows-11,3.099940886,2.4.3rc1,16.2131923,AMD Ryzen 9,6.82E-05,NVIDIA T4,-77.33987332,-19.97678765,63.96282383,machine,N,1.291804157
1/31/2022 23:55,codecarbon,run_0196,970.1938438,4.00E-05,7.30E-07,17.69128181,66.95833785,8.250920749,0.009460758,0.004004662,0.007853111,0.021322956,USA,USA,Asia,Azure,ap-south-1,macOS-12,3.803084281,2.4.3rc1,31.93632384,Intel Xeon,2.006517006,NVIDIA A100,68.28245794,-68.76633354,8.008138045,machine,Y,1.068712017
11/23/2022 8:17,codecarbon,run_0084,177.8970986,6.99E-05,3.49E-07,48.51654721,64.36776621,8.382180757,0.0013388,0.00861245,0.00924184,0.019119752,India,IND,Europe,GCP,ap-south-1,Windows-11,3.796196179,2.4.3rc1,31.94357143,Apple M1,2.019799039,NVIDIA T4,117.5677815,30.47517554,16.03779884,process,Y,1.021531594
7/22/2022 18:58,codecarbon,run_0723,502.5004723,6.42E-05,1.76E-07,43.16619339,52.98032252,4.765113777,0.00601321,0.006366506,0.00044692,0.012792524,France,FRA,Asia,Azure,ap-south-1,Linux,3.903297973,2.4.3rc1,16.10130854,Intel Xeon,0.00210358,NVIDIA T4,-67.13341367,73.4709417,32.26063292,process,N,1.772170096
5/3/2023 3:34,codecarbon,run_0403,53.32536335,7.10E-05,4.56E-07,5.687088898,70.73299288,1.344526967,0.008653558,0.001365314,0.001278958,0.011386227,India,IND,Asia,GCP,us-east-1,macOS-12,3.800754501,2.4.3rc1,31.96184699,Intel i7,2.036293274,NVIDIA A100,-114.6601309,25.05239199,15.98368364,process,Y,1.631461724
4/29/2022 8:04,codecarbon,run_0158,899.1815788,6.71E-05,7.88E-07,22.91001141,63.23415504,3.20714687,0.007028181,0.004318165,0.004377409,0.015824216,Germany,GER,North America,,us-east-1,Windows-11,3.901835407,2.4.3rc1,15.89937386,AMD Ryzen 9,3.990397955,Apple M1,34.35787615,-54.70043832,15.72730534,process,Y,1.052383723
10/1/2021 13:37,codecarbon,run_0969,778.4249046,5.87E-05,2.90E-07,36.93891643,58.72046967,1.109708085,0.009010693,0.005459064,0.008674676,0.023145473,Germany,GER,Europe,,ap-south-1,Linux,3.904601183,2.4.3rc1,4.096732492,Apple M1,3.993450922,None,144.7759454,70.45924713,32.21761713,process,N,1.989382893
2/6/2025 19:37,codecarbon,run_0376,943.5092589,4.18E-05,3.29E-07,30.71080427,92.39219652,8.521740236,0.009948519,0.000255072,0.001107441,0.011274923,France,FRA,Europe,Azure,eu-central-1,Windows-11,3.804044379,2.4.3rc1,7.995492609,Intel i7,2.010909488,None,-45.86771377,2.133794278,32.30959391,process,N,1.928916332
9/23/2022 5:20,codecarbon,run_0456,155.6522934,8.13E-05,2.29E-07,36.02975631,94.38749131,5.724766773,0.005393733,0.004574385,0.003231591,0.013248355,Germany,GER,North America,Azure,eu-central-1,macOS-12,3.099120562,2.4.3rc1,7.983747112,Intel i7,1.006853322,NVIDIA A100,56.00439124,71.05262769,7.965308959,process,Y,1.718751815
11/22/2020 18:04,codecarbon,run_0086,977.7810247,2.47E-05,1.51E-07,6.624311417,30.31022801,1.917735232,0.006904492,0.000619356,0.005107828,0.012617169,India,IND,Asia,Azure,eu-central-1,Linux,3.901696764,2.4.3rc1,16.03923798,AMD Ryzen 9,1.979006485,NVIDIA T4,139.2145374,-8.941433274,7.894468141,machine,Y,1.528288982
